   6.3118873e-01   1.4025536e-01
   3.5507365e-01   2.6013019e-01
   9.9700327e-01   8.6815101e-02
   2.2417150e-01   4.2939734e-01
   6.5245107e-01   2.5728278e-01
   6.0499064e-01   2.9755538e-01
   3.8724543e-01   4.2485841e-01
   1.4218716e-01   1.1920726e-01
   2.5134986e-02   4.9506692e-01
   4.2111225e-01   7.0640723e-01
   1.8410029e-01   2.4357337e-01
   7.2577527e-01   7.8507008e-01
   3.7036269e-01   7.4089577e-02
   8.4156009e-01   3.9388343e-01
   7.3422969e-01   3.3941230e-03
   5.7102587e-01   2.2067689e-01
   1.7685506e-01   1.3005687e-03
   9.5738402e-01   1.8917967e-01
   2.6532204e-01   1.4248405e-01
   9.2458090e-01   2.6807600e-01
   2.2377040e-01   1.7489207e-01
   3.7356381e-01   1.3864897e-01
   8.7500350e-02   5.9888561e-01
   6.4011655e-01   9.0105791e-01
   1.8061689e-01   9.3937977e-01
   4.5051107e-02   2.2118446e-01
   7.2317348e-01   4.8267138e-01
   3.4743765e-01   3.7601112e-01
   6.6061682e-01   5.2378004e-01
   3.8386860e-01   2.6487259e-01
   6.2734650e-01   6.8357220e-02
   2.1649815e-02   4.3632708e-01
   9.1056999e-01   1.7385304e-01
   8.0055866e-01   2.6107108e-02
   7.4584748e-01   9.5467827e-01
   8.1311281e-01   4.3059652e-01
   3.8330632e-01   9.6155857e-01
   6.1727923e-01   7.6241448e-01
   5.7549486e-01   7.3486611e-03
   5.3005170e-01   6.8003864e-01
   2.7506976e-01   7.0595075e-01
   2.4862896e-01   6.4512879e-01
   4.5163877e-01   5.5230984e-01
   8.0444958e-01   7.7236621e-01
   9.8610424e-01   2.2802832e-01
   2.9991950e-02   3.7086472e-01
   5.3566419e-01   8.9092882e-01
   8.7077220e-02   8.5637691e-01
   8.0209144e-01   4.0243355e-01
   9.8914491e-01   3.1801912e-01
   6.6946258e-02   6.0863543e-01
   9.3939836e-01   9.1019523e-01
   1.8177534e-02   9.0909819e-01
   6.8383861e-01   5.9159441e-01
   7.8373648e-01   3.3257141e-01
   5.3413757e-01   8.5306363e-01
   8.8535945e-01   4.4239789e-01
   6.2593763e-01   3.3179406e-02
   1.3786899e-01   5.3242648e-01
   2.1780159e-01   7.1649735e-01
   4.1819864e-02   3.3653293e-01
   1.0694166e-01   1.8771295e-01
   6.1644349e-01   3.2192718e-01
   9.3966101e-01   4.0385671e-01
   3.5445573e-01   5.4856630e-01
   4.1062909e-01   4.8738593e-02
   9.8434942e-01   5.5273213e-01
   9.4557919e-01   2.7481140e-01
   6.7664468e-01   2.4150174e-01
   9.8830226e-01   2.4314518e-01
   7.6683139e-01   1.5415945e-01
   3.3669926e-01   9.5641636e-01
   6.6238186e-01   9.3566138e-01
   2.4416529e-01   8.1871444e-01
   2.9550725e-01   7.2826185e-01
   6.8017837e-01   1.7581173e-01
   5.2784683e-01   3.6037098e-01
   4.1159351e-01   1.8878997e-01
   6.0263822e-01   1.1983968e-03
   7.5052006e-01   3.1641951e-01
   5.8353317e-01   6.9961699e-01
   5.5179251e-01   6.2525518e-01
   5.8357062e-01   5.4306218e-01
   5.1181992e-01   4.3903720e-01
   8.2592727e-02   2.8742727e-01
   7.1957013e-01   5.0165911e-01
   9.9615611e-01   7.6154619e-01
   3.5453430e-01   7.6240805e-01
   9.7125882e-01   5.7605590e-01
   3.4644876e-01   7.4766284e-01
   8.8654386e-01   6.4553451e-01
   4.5469486e-01   1.2321952e-01
   4.1342729e-01   5.0439786e-01
   2.1773207e-01   3.4726131e-01
   1.2565459e-01   9.2147685e-02
   3.0891459e-01   1.4784947e-01
   7.2610443e-01   1.9816970e-01
   7.8287207e-01   6.7227024e-01
   6.9378761e-01   4.3151118e-01
   9.8022523e-03   6.9440391e-01
   8.4321334e-01   2.5678456e-01
   9.2233200e-01   9.7586499e-03
   7.7095422e-01   5.3228307e-01
   4.2659856e-02   2.7939197e-01
   3.7818614e-01   9.4623015e-01
   7.0433962e-01   9.0644327e-01
   7.2951305e-01   3.9268458e-01
   2.2427707e-01   2.4855234e-02
   2.6905473e-01   6.7143680e-01
   6.7303117e-01   8.3717064e-01
   4.7749220e-01   9.7149964e-01
   6.2371641e-01   5.6932885e-02
   2.3644493e-01   4.5032381e-01
   1.7712375e-01   5.8247030e-01
   8.2964339e-01   6.8663781e-01
   7.6692167e-01   7.1943275e-01
   9.3447827e-01   6.5004075e-01
   1.0788891e-01   7.2691455e-01
   1.8222751e-01   3.7384767e-01
   9.9095282e-02   5.8158208e-01
   4.8976380e-01   1.1611851e-01
   1.9324533e-01   5.7654361e-02
   8.9589157e-01   9.7976522e-01
   9.9089650e-02   2.8482373e-01
   4.4165572e-02   5.9497430e-01
   5.5729516e-01   9.6216103e-01
   7.7249507e-01   1.8577826e-01
   3.1194006e-01   1.9303982e-01
   1.7898248e-01   3.4164410e-01
   3.3895568e-01   9.3289790e-01
   2.1014564e-01   3.9066754e-01
   5.1015252e-01   2.7321671e-01
   9.0636432e-01   1.5194708e-01
   6.2892394e-01   3.9710884e-01
   1.0153389e-01   3.7472247e-01
   3.9085475e-01   1.3111471e-01
   5.4616615e-02   4.3504072e-01
   5.0128291e-01   9.1513167e-02
   4.3172117e-01   6.1462696e-01
   9.9756035e-01   1.0979092e-02
